id,"measure","response",year,"organisation","group",score
17608,"B34","P",2012,"FSA","A",69
17609,"B35","P",2012,"FSA","A",56
17610,"B36","P",2012,"FSA","A",57
17611,"B37","P",2012,"FSA","A",22
17612,"B38","P",2012,"FSA","A",26
17613,"B39","P",2012,"FSA","A",19
17614,"B40","P",2012,"FSA","A",35
17615,"B41","P",2012,"FSA","A",34
17616,"B42","P",2012,"FSA","A",36
17617,"B43","P",2012,"FSA","A",35
17618,"B44","P",2012,"FSA","A",28
17619,"B45","P",2012,"FSA","A",20
17620,"B46","P",2012,"FSA","A",16
17621,"B47","P",2012,"FSA","A",48
17622,"B48","P",2012,"FSA","A",28
17623,"B49","P",2012,"FSA","A",27
17624,"B50","P",2012,"FSA","A",49
17625,"B51","P",2012,"FSA","A",30
17626,"B52","P",2012,"FSA","A",33
17627,"B53","P",2012,"FSA","A",29
17628,"B54","P",2012,"FSA","A",27
17629,"B55","P",2012,"FSA","A",36
17630,"B56","P",2012,"FSA","A",50
17631,"B57","P",2012,"FSA","A",32
17632,"D01","P",2012,"FSA","A",92
17633,"D02","P",2012,"FSA","A",66
17634,"D03","P",2012,"FSA","A",58
17635,"E01","P",2012,"FSA","A",16
17636,"E03","P",2012,"FSA","A",18
17637,"W01","P",2012,"FSA","A",55
17638,"W02","P",2012,"FSA","A",62
17639,"W03","P",2012,"FSA","A",56
17640,"W04","P",2012,"FSA","A",50
17641,"X01","P",2012,"FSA","A",87
17642,"X02","P",2012,"FSA","A",66
17643,"X03","P",2012,"FSA","A",66
17644,"X04","P",2012,"FSA","A",73
17645,"X05","P",2012,"FSA","A",70
17646,"EEI","P",2012,"FCO","A",67
17647,"MW","P",2012,"FCO","A",78
17648,"OP","P",2012,"FCO","A",82
17649,"LM","P",2012,"FCO","A",71
17650,"MT","P",2012,"FCO","A",81
17651,"LD","P",2012,"FCO","A",57
17652,"IF","P",2012,"FCO","A",78
17653,"RW","P",2012,"FCO","A",78
17654,"PB","P",2012,"FCO","A",31
17655,"LC","P",2012,"FCO","A",50
17656,"B01","P",2012,"FCO","A",93
17657,"B02","P",2012,"FCO","A",81
17658,"B03","P",2012,"FCO","A",81
17659,"B04","P",2012,"FCO","A",64
17660,"B05","P",2012,"FCO","A",73
17661,"B06","P",2012,"FCO","A",83
17662,"B07","P",2012,"FCO","A",80
17663,"B08","P",2012,"FCO","A",84
17664,"B09","P",2012,"FCO","A",73
17665,"B10","P",2012,"FCO","A",73
17666,"B11","P",2012,"FCO","A",80
17667,"B12","P",2012,"FCO","A",65
17668,"B13","P",2012,"FCO","A",73
17669,"B14","P",2012,"FCO","A",82
17670,"B15","P",2012,"FCO","A",69
17671,"B16","P",2012,"FCO","A",71
17672,"B17","P",2012,"FCO","A",68
17673,"B18","P",2012,"FCO","A",54
17674,"B19","P",2012,"FCO","A",83
17675,"B20","P",2012,"FCO","A",82
17676,"B21","P",2012,"FCO","A",78
17677,"B22","P",2012,"FCO","A",65
17678,"B23","P",2012,"FCO","A",62
17679,"B24","P",2012,"FCO","A",46
17680,"B25","P",2012,"FCO","A",56
17681,"B26","P",2012,"FCO","A",80
17682,"B27","P",2012,"FCO","A",85
17683,"B28","P",2012,"FCO","A",73
17684,"B29","P",2012,"FCO","A",75
17685,"B30","P",2012,"FCO","A",88
17686,"B31","P",2012,"FCO","A",76
17687,"B32","P",2012,"FCO","A",83
17688,"B33","P",2012,"FCO","A",91
17689,"B34","P",2012,"FCO","A",73
17690,"B35","P",2012,"FCO","A",65
17691,"B36","P",2012,"FCO","A",69
17692,"B37","P",2012,"FCO","A",33
17693,"B38","P",2012,"FCO","A",34
17694,"B39","P",2012,"FCO","A",27
17695,"B40","P",2012,"FCO","A",56
17696,"B41","P",2012,"FCO","A",59
17697,"B42","P",2012,"FCO","A",55
17698,"B43","P",2012,"FCO","A",54
17699,"B44","P",2012,"FCO","A",50
17700,"B45","P",2012,"FCO","A",42
17701,"B46","P",2012,"FCO","A",36
17702,"B47","P",2012,"FCO","A",62
17703,"B48","P",2012,"FCO","A",42
17704,"B49","P",2012,"FCO","A",45
17705,"B50","P",2012,"FCO","A",79
17706,"B51","P",2012,"FCO","A",60
17707,"B52","P",2012,"FCO","A",61
17708,"B53","P",2012,"FCO","A",59
17709,"B54","P",2012,"FCO","A",55
17710,"B55","P",2012,"FCO","A",57
17711,"B56","P",2012,"FCO","A",63
17712,"B57","P",2012,"FCO","A",48
17713,"D01","P",2012,"FCO","A",59
17714,"D02","P",2012,"FCO","A",43
17715,"D03","P",2012,"FCO","A",56
17716,"E01","P",2012,"FCO","A",12
17717,"E03","P",2012,"FCO","A",12
17718,"W01","P",2012,"FCO","A",65
17719,"W02","P",2012,"FCO","A",72
17720,"W03","P",2012,"FCO","A",65
17721,"W04","P",2012,"FCO","A",47
17722,"X01","P",2012,"FCO","A",88
17723,"X02","P",2012,"FCO","A",69
17724,"X03","P",2012,"FCO","A",70
17725,"X04","P",2012,"FCO","A",77
17726,"X05","P",2012,"FCO","A",76
17727,"EEI","P",2012,"FCOS","A",58
17728,"MW","P",2012,"FCOS","A",73
17729,"OP","P",2012,"FCOS","A",75
17730,"LM","P",2012,"FCOS","A",62
17731,"MT","P",2012,"FCOS","A",75
17732,"LD","P",2012,"FCOS","A",50
17733,"IF","P",2012,"FCOS","A",74
17734,"RW","P",2012,"FCOS","A",68
17735,"PB","P",2012,"FCOS","A",23
17736,"LC","P",2012,"FCOS","A",37
17737,"B01","P",2012,"FCOS","A",92
17738,"B02","P",2012,"FCOS","A",78
17739,"B03","P",2012,"FCOS","A",77
17740,"B04","P",2012,"FCOS","A",48
17741,"B05","P",2012,"FCOS","A",71
17742,"B06","P",2012,"FCOS","A",76
17743,"B07","P",2012,"FCOS","A",70
17744,"B08","P",2012,"FCOS","A",77
17745,"B09","P",2012,"FCOS","A",60
17746,"B10","P",2012,"FCOS","A",75
17747,"B11","P",2012,"FCOS","A",75
17748,"B12","P",2012,"FCOS","A",57
17749,"B13","P",2012,"FCOS","A",68
17750,"B14","P",2012,"FCOS","A",74
17751,"B15","P",2012,"FCOS","A",57
17752,"B16","P",2012,"FCOS","A",54
17753,"B17","P",2012,"FCOS","A",60
17754,"B18","P",2012,"FCOS","A",36
17755,"B19","P",2012,"FCOS","A",81
17756,"B20","P",2012,"FCOS","A",76
17757,"B21","P",2012,"FCOS","A",67
17758,"B22","P",2012,"FCOS","A",63
17759,"B23","P",2012,"FCOS","A",49
17760,"B24","P",2012,"FCOS","A",39
17761,"B25","P",2012,"FCOS","A",47
17762,"B26","P",2012,"FCOS","A",78
17763,"B27","P",2012,"FCOS","A",85
17764,"B28","P",2012,"FCOS","A",64
17765,"B29","P",2012,"FCOS","A",70
17766,"B30","P",2012,"FCOS","A",78
17767,"B31","P",2012,"FCOS","A",57
17768,"B32","P",2012,"FCOS","A",64
17769,"B33","P",2012,"FCOS","A",88
17770,"B34","P",2012,"FCOS","A",66
17771,"B35","P",2012,"FCOS","A",59
17772,"B36","P",2012,"FCOS","A",67
17773,"B37","P",2012,"FCOS","A",27
17774,"B38","P",2012,"FCOS","A",24
17775,"B39","P",2012,"FCOS","A",19
17776,"B40","P",2012,"FCOS","A",40
17777,"B41","P",2012,"FCOS","A",43
17778,"B42","P",2012,"FCOS","A",37
17779,"B43","P",2012,"FCOS","A",40
17780,"B44","P",2012,"FCOS","A",36
17781,"B45","P",2012,"FCOS","A",25
17782,"B46","P",2012,"FCOS","A",25
17783,"B47","P",2012,"FCOS","A",54
17784,"B48","P",2012,"FCOS","A",33
17785,"B49","P",2012,"FCOS","A",38
17786,"B50","P",2012,"FCOS","A",56
17787,"B51","P",2012,"FCOS","A",46
17788,"B52","P",2012,"FCOS","A",45
17789,"B53","P",2012,"FCOS","A",43
17790,"B54","P",2012,"FCOS","A",38
17791,"B55","P",2012,"FCOS","A",36
17792,"B56","P",2012,"FCOS","A",47
17793,"B57","P",2012,"FCOS","A",27
17794,"D01","P",2012,"FCOS","A",68
17795,"D02","P",2012,"FCOS","A",47
17796,"D03","P",2012,"FCOS","A",58
17797,"E01","P",2012,"FCOS","A",12
17798,"E03","P",2012,"FCOS","A",10
17799,"W01","P",2012,"FCOS","A",62
17800,"W02","P",2012,"FCOS","A",70
17801,"W03","P",2012,"FCOS","A",62
17802,"W04","P",2012,"FCOS","A",59
17803,"X01","P",2012,"FCOS","A",88
17804,"X02","P",2012,"FCOS","A",62
17805,"X03","P",2012,"FCOS","A",59
17806,"X04","P",2012,"FCOS","A",65
17807,"X05","P",2012,"FCOS","A",71
17808,"EEI","P",2012,"WPEA","A",72
17809,"MW","P",2012,"WPEA","A",72
17810,"OP","P",2012,"WPEA","A",88
17811,"LM","P",2012,"WPEA","A",71
17812,"MT","P",2012,"WPEA","A",84
17813,"LD","P",2012,"WPEA","A",37
17814,"IF","P",2012,"WPEA","A",77
17815,"RW","P",2012,"WPEA","A",70
17816,"PB","P",2012,"WPEA","A",50
17817,"LC","P",2012,"WPEA","A",52
17818,"B01","P",2012,"WPEA","A",91
17819,"B02","P",2012,"WPEA","A",66
17820,"B03","P",2012,"WPEA","A",81
17821,"B04","P",2012,"WPEA","A",51
17822,"B05","P",2012,"WPEA","A",69
17823,"B06","P",2012,"WPEA","A",91
17824,"B07","P",2012,"WPEA","A",84
17825,"B08","P",2012,"WPEA","A",88
17826,"B09","P",2012,"WPEA","A",67
17827,"B10","P",2012,"WPEA","A",87
17828,"B11","P",2012,"WPEA","A",91
17829,"B12","P",2012,"WPEA","A",62
17830,"B13","P",2012,"WPEA","A",65
17831,"B14","P",2012,"WPEA","A",78
17832,"B15","P",2012,"WPEA","A",65
17833,"B16","P",2012,"WPEA","A",65
17834,"B17","P",2012,"WPEA","A",71
17835,"B18","P",2012,"WPEA","A",58
17836,"B19","P",2012,"WPEA","A",88
17837,"B20","P",2012,"WPEA","A",86
17838,"B21","P",2012,"WPEA","A",77
17839,"B22","P",2012,"WPEA","A",50
17840,"B23","P",2012,"WPEA","A",46
17841,"B24","P",2012,"WPEA","A",25
17842,"B25","P",2012,"WPEA","A",28
17843,"B26","P",2012,"WPEA","A",78
17844,"B27","P",2012,"WPEA","A",81
17845,"B28","P",2012,"WPEA","A",65
17846,"B29","P",2012,"WPEA","A",83
17847,"B30","P",2012,"WPEA","A",86
17848,"B31","P",2012,"WPEA","A",61
17849,"B32","P",2012,"WPEA","A",72
17850,"B33","P",2012,"WPEA","A",93
17851,"B34","P",2012,"WPEA","A",75
17852,"B35","P",2012,"WPEA","A",41
17853,"B36","P",2012,"WPEA","A",59
17854,"B37","P",2012,"WPEA","A",46
17855,"B38","P",2012,"WPEA","A",52
17856,"B39","P",2012,"WPEA","A",52
17857,"B40","P",2012,"WPEA","A",67
17858,"B41","P",2012,"WPEA","A",59
17859,"B42","P",2012,"WPEA","A",59
17860,"B43","P",2012,"WPEA","A",62
17861,"B44","P",2012,"WPEA","A",52
17862,"B45","P",2012,"WPEA","A",32
17863,"B46","P",2012,"WPEA","A",38
17864,"B47","P",2012,"WPEA","A",64
17865,"B48","P",2012,"WPEA","A",43
17866,"B49","P",2012,"WPEA","A",45
17867,"B50","P",2012,"WPEA","A",86
17868,"B51","P",2012,"WPEA","A",61
17869,"B52","P",2012,"WPEA","A",71
17870,"B53","P",2012,"WPEA","A",60
17871,"B54","P",2012,"WPEA","A",61
17872,"B55","P",2012,"WPEA","A",61
17873,"B56","P",2012,"WPEA","A",62
17874,"B57","P",2012,"WPEA","A",43
17875,"D01","P",2012,"WPEA","A",96
17876,"D02","P",2012,"WPEA","A",75
17877,"D03","P",2012,"WPEA","A",81
17878,"E01","P",2012,"WPEA","A",4
17879,"E03","P",2012,"WPEA","A",9
17880,"W01","P",2012,"WPEA","A",76
17881,"W02","P",2012,"WPEA","A",76
17882,"W03","P",2012,"WPEA","A",67
17883,"W04","P",2012,"WPEA","A",57
17884,"X01","P",2012,"WPEA","A",95
17885,"X02","P",2012,"WPEA","A",82
17886,"X03","P",2012,"WPEA","A",66
17887,"X04","P",2012,"WPEA","A",80
17888,"X05","P",2012,"WPEA","A",80
17889,"EEI","P",2012,"DH","A",53
17890,"MW","P",2012,"DH","A",73
17891,"OP","P",2012,"DH","A",66
17892,"LM","P",2012,"DH","A",67
17893,"MT","P",2012,"DH","A",78
17894,"LD","P",2012,"DH","A",39
17895,"IF","P",2012,"DH","A",76
17896,"RW","P",2012,"DH","A",72
17897,"PB","P",2012,"DH","A",34
17898,"LC","P",2012,"DH","A",32
17899,"B01","P",2012,"DH","A",89
17900,"B02","P",2012,"DH","A",76
17901,"B03","P",2012,"DH","A",71
17902,"B04","P",2012,"DH","A",55
17903,"B05","P",2012,"DH","A",76
17904,"B06","P",2012,"DH","A",68
17905,"B07","P",2012,"DH","A",62
17906,"B08","P",2012,"DH","A",69
17907,"B09","P",2012,"DH","A",68
17908,"B10","P",2012,"DH","A",82
17909,"B11","P",2012,"DH","A",83
17910,"B12","P",2012,"DH","A",58
17911,"B13","P",2012,"DH","A",76
17912,"B14","P",2012,"DH","A",80
17913,"B15","P",2012,"DH","A",63
17914,"B16","P",2012,"DH","A",61
17915,"B17","P",2012,"DH","A",65
17916,"B18","P",2012,"DH","A",35
17917,"B19","P",2012,"DH","A",84
17918,"B20","P",2012,"DH","A",81
17919,"B21","P",2012,"DH","A",71
17920,"B22","P",2012,"DH","A",54
17921,"B23","P",2012,"DH","A",38
17922,"B24","P",2012,"DH","A",27
17923,"B25","P",2012,"DH","A",36
17924,"B26","P",2012,"DH","A",80
17925,"B27","P",2012,"DH","A",86
17926,"B28","P",2012,"DH","A",66
17927,"B29","P",2012,"DH","A",70
17928,"B30","P",2012,"DH","A",81
17929,"B31","P",2012,"DH","A",67
17930,"B32","P",2012,"DH","A",73
17931,"B33","P",2012,"DH","A",89
17932,"B34","P",2012,"DH","A",69
17933,"B35","P",2012,"DH","A",59
17934,"B36","P",2012,"DH","A",64
17935,"B37","P",2012,"DH","A",37
17936,"B38","P",2012,"DH","A",35
17937,"B39","P",2012,"DH","A",31
17938,"B40","P",2012,"DH","A",31
17939,"B41","P",2012,"DH","A",47
17940,"B42","P",2012,"DH","A",39
17941,"B43","P",2012,"DH","A",24
17942,"B44","P",2012,"DH","A",33
17943,"B45","P",2012,"DH","A",18
17944,"B46","P",2012,"DH","A",14
17945,"B47","P",2012,"DH","A",49
17946,"B48","P",2012,"DH","A",30
17947,"B49","P",2012,"DH","A",31
17948,"B50","P",2012,"DH","A",48
17949,"B51","P",2012,"DH","A",36
17950,"B52","P",2012,"DH","A",41
17951,"B53","P",2012,"DH","A",32
17952,"B54","P",2012,"DH","A",30
17953,"B55","P",2012,"DH","A",35
17954,"B56","P",2012,"DH","A",52
17955,"B57","P",2012,"DH","A",27
17956,"D01","P",2012,"DH","A",94
17957,"D02","P",2012,"DH","A",64
17958,"D03","P",2012,"DH","A",62
17959,"E01","P",2012,"DH","A",9
17960,"E03","P",2012,"DH","A",10
17961,"W01","P",2012,"DH","A",61
17962,"W02","P",2012,"DH","A",68
17963,"W03","P",2012,"DH","A",61
17964,"W04","P",2012,"DH","A",52
17965,"X01","P",2012,"DH","A",86
17966,"X02","P",2012,"DH","A",67
17967,"X03","P",2012,"DH","A",66
17968,"X04","P",2012,"DH","A",69
17969,"X05","P",2012,"DH","A",73
17970,"EEI","P",2012,"MHRA","A",61
17971,"MW","P",2012,"MHRA","A",74
17972,"OP","P",2012,"MHRA","A",90
17973,"LM","P",2012,"MHRA","A",62
17974,"MT","P",2012,"MHRA","A",73
17975,"LD","P",2012,"MHRA","A",48
17976,"IF","P",2012,"MHRA","A",72
17977,"RW","P",2012,"MHRA","A",74
17978,"PB","P",2012,"MHRA","A",26
17979,"LC","P",2012,"MHRA","A",43
17980,"B01","P",2012,"MHRA","A",89
17981,"B02","P",2012,"MHRA","A",74
17982,"B03","P",2012,"MHRA","A",76
17983,"B04","P",2012,"MHRA","A",57
17984,"B05","P",2012,"MHRA","A",75
17985,"B06","P",2012,"MHRA","A",92
17986,"B07","P",2012,"MHRA","A",88
17987,"B08","P",2012,"MHRA","A",92
17988,"B09","P",2012,"MHRA","A",62
17989,"B10","P",2012,"MHRA","A",76
17990,"B11","P",2012,"MHRA","A",74
17991,"B12","P",2012,"MHRA","A",58
17992,"B13","P",2012,"MHRA","A",68
17993,"B14","P",2012,"MHRA","A",74
17994,"B15","P",2012,"MHRA","A",58
17995,"B16","P",2012,"MHRA","A",54
17996,"B17","P",2012,"MHRA","A",59
17997,"B18","P",2012,"MHRA","A",36
17998,"B19","P",2012,"MHRA","A",80
17999,"B20","P",2012,"MHRA","A",72
18000,"B21","P",2012,"MHRA","A",67
18001,"B22","P",2012,"MHRA","A",68
18002,"B23","P",2012,"MHRA","A",46
18003,"B24","P",2012,"MHRA","A",38
18004,"B25","P",2012,"MHRA","A",41
18005,"B26","P",2012,"MHRA","A",75
18006,"B27","P",2012,"MHRA","A",80
18007,"B28","P",2012,"MHRA","A",63
18008,"B29","P",2012,"MHRA","A",71
18009,"B30","P",2012,"MHRA","A",86
18010,"B31","P",2012,"MHRA","A",71
18011,"B32","P",2012,"MHRA","A",79
18012,"B33","P",2012,"MHRA","A",91
18013,"B34","P",2012,"MHRA","A",74
18014,"B35","P",2012,"MHRA","A",56
18015,"B36","P",2012,"MHRA","A",63
18016,"B37","P",2012,"MHRA","A",27
18017,"B38","P",2012,"MHRA","A",29
18018,"B39","P",2012,"MHRA","A",22
18019,"B40","P",2012,"MHRA","A",52
18020,"B41","P",2012,"MHRA","A",42
18021,"B42","P",2012,"MHRA","A",42
18022,"B43","P",2012,"MHRA","A",46
18023,"B44","P",2012,"MHRA","A",43
18024,"B45","P",2012,"MHRA","A",37
18025,"B46","P",2012,"MHRA","A",34
18026,"B47","P",2012,"MHRA","A",58
18027,"B48","P",2012,"MHRA","A",36
18028,"B49","P",2012,"MHRA","A",40
18029,"B50","P",2012,"MHRA","A",68
18030,"B51","P",2012,"MHRA","A",53
18031,"B52","P",2012,"MHRA","A",51
18032,"B53","P",2012,"MHRA","A",45
18033,"B54","P",2012,"MHRA","A",43
18034,"B55","P",2012,"MHRA","A",44
18035,"B56","P",2012,"MHRA","A",47
18036,"B57","P",2012,"MHRA","A",29
18037,"D01","P",2012,"MHRA","A",82
18038,"D02","P",2012,"MHRA","A",50
18039,"D03","P",2012,"MHRA","A",59
18040,"E01","P",2012,"MHRA","A",13
18041,"E03","P",2012,"MHRA","A",13
18042,"W01","P",2012,"MHRA","A",61
18043,"W02","P",2012,"MHRA","A",70
18044,"W03","P",2012,"MHRA","A",61
18045,"W04","P",2012,"MHRA","A",54
18046,"X01","P",2012,"MHRA","A",86
18047,"X02","P",2012,"MHRA","A",61
18048,"X03","P",2012,"MHRA","A",64
18049,"X04","P",2012,"MHRA","A",73
18050,"X05","P",2012,"MHRA","A",73
18051,"EEI","P",2012,"HMRC","A",41
18052,"MW","P",2012,"HMRC","A",57
18053,"OP","P",2012,"HMRC","A",74
18054,"LM","P",2012,"HMRC","A",62
18055,"MT","P",2012,"HMRC","A",78
18056,"LD","P",2012,"HMRC","A",41
18057,"IF","P",2012,"HMRC","A",69
18058,"RW","P",2012,"HMRC","A",68
18059,"PB","P",2012,"HMRC","A",24
18060,"LC","P",2012,"HMRC","A",24
18061,"B01","P",2012,"HMRC","A",77
18062,"B02","P",2012,"HMRC","A",66
18063,"B03","P",2012,"HMRC","A",57
18064,"B04","P",2012,"HMRC","A",36
18065,"B05","P",2012,"HMRC","A",47
18066,"B06","P",2012,"HMRC","A",75
18067,"B07","P",2012,"HMRC","A",72
18068,"B08","P",2012,"HMRC","A",75
18069,"B09","P",2012,"HMRC","A",59
18070,"B10","P",2012,"HMRC","A",75
18071,"B11","P",2012,"HMRC","A",73
18072,"B12","P",2012,"HMRC","A",57
18073,"B13","P",2012,"HMRC","A",65
18074,"B14","P",2012,"HMRC","A",74
18075,"B15","P",2012,"HMRC","A",63
18076,"B16","P",2012,"HMRC","A",55
18077,"B17","P",2012,"HMRC","A",60
18078,"B18","P",2012,"HMRC","A",36
18079,"B19","P",2012,"HMRC","A",84
18080,"B20","P",2012,"HMRC","A",80
18081,"B21","P",2012,"HMRC","A",70
18082,"B22","P",2012,"HMRC","A",58
18083,"B23","P",2012,"HMRC","A",39
18084,"B24","P",2012,"HMRC","A",36
18085,"B25","P",2012,"HMRC","A",29
18086,"B26","P",2012,"HMRC","A",75
18087,"B27","P",2012,"HMRC","A",84
18088,"B28","P",2012,"HMRC","A",47
18089,"B29","P",2012,"HMRC","A",68
18090,"B30","P",2012,"HMRC","A",82
18091,"B31","P",2012,"HMRC","A",55
18092,"B32","P",2012,"HMRC","A",71
18093,"B33","P",2012,"HMRC","A",78
18094,"B34","P",2012,"HMRC","A",60
18095,"B35","P",2012,"HMRC","A",61
18096,"B36","P",2012,"HMRC","A",71
18097,"B37","P",2012,"HMRC","A",24
18098,"B38","P",2012,"HMRC","A",26
18099,"B39","P",2012,"HMRC","A",23
18100,"B40","P",2012,"HMRC","A",21
18101,"B41","P",2012,"HMRC","A",33
18102,"B42","P",2012,"HMRC","A",27
18103,"B43","P",2012,"HMRC","A",24
18104,"B44","P",2012,"HMRC","A",19
18105,"B45","P",2012,"HMRC","A",17
18106,"B46","P",2012,"HMRC","A",14
18107,"B47","P",2012,"HMRC","A",40
18108,"B48","P",2012,"HMRC","A",20
18109,"B49","P",2012,"HMRC","A",29
18110,"B50","P",2012,"HMRC","A",23
18111,"B51","P",2012,"HMRC","A",21
18112,"B52","P",2012,"HMRC","A",28
18113,"B53","P",2012,"HMRC","A",21
18114,"B54","P",2012,"HMRC","A",20
18115,"B55","P",2012,"HMRC","A",29
18116,"B56","P",2012,"HMRC","A",39
18117,"B57","P",2012,"HMRC","A",23
18118,"D01","P",2012,"HMRC","A",90
18119,"D02","P",2012,"HMRC","A",65
18120,"D03","P",2012,"HMRC","A",59
18121,"E01","P",2012,"HMRC","A",12
18122,"E03","P",2012,"HMRC","A",11
18123,"W01","P",2012,"HMRC","A",57
18124,"W02","P",2012,"HMRC","A",64
18125,"W03","P",2012,"HMRC","A",55
18126,"W04","P",2012,"HMRC","A",51
18127,"X01","P",2012,"HMRC","A",81
18128,"X02","P",2012,"HMRC","A",52
18129,"X03","P",2012,"HMRC","A",47
18130,"X04","P",2012,"HMRC","A",48
18131,"X05","P",2012,"HMRC","A",77
18132,"EEI","P",2012,"VOA","A",46
18133,"MW","P",2012,"VOA","A",64
18134,"OP","P",2012,"VOA","A",74
18135,"LM","P",2012,"VOA","A",61
18136,"MT","P",2012,"VOA","A",72
18137,"LD","P",2012,"VOA","A",39
18138,"IF","P",2012,"VOA","A",66
18139,"RW","P",2012,"VOA","A",67
18140,"PB","P",2012,"VOA","A",20
18141,"LC","P",2012,"VOA","A",25
18142,"B01","P",2012,"VOA","A",82
18143,"B02","P",2012,"VOA","A",74
18144,"B03","P",2012,"VOA","A",63
18145,"B04","P",2012,"VOA","A",40
18146,"B05","P",2012,"VOA","A",63
18147,"B06","P",2012,"VOA","A",75
18148,"B07","P",2012,"VOA","A",70
18149,"B08","P",2012,"VOA","A",77
18150,"B09","P",2012,"VOA","A",60
18151,"B10","P",2012,"VOA","A",79
18152,"B11","P",2012,"VOA","A",73
18153,"B12","P",2012,"VOA","A",61
18154,"B13","P",2012,"VOA","A",68
18155,"B14","P",2012,"VOA","A",70
18156,"B15","P",2012,"VOA","A",55
18157,"B16","P",2012,"VOA","A",49
18158,"B17","P",2012,"VOA","A",57
18159,"B18","P",2012,"VOA","A",33
18160,"B19","P",2012,"VOA","A",83
18161,"B20","P",2012,"VOA","A",74
18162,"B21","P",2012,"VOA","A",58
18163,"B22","P",2012,"VOA","A",55
18164,"B23","P",2012,"VOA","A",42
18165,"B24","P",2012,"VOA","A",28
18166,"B25","P",2012,"VOA","A",32
18167,"B26","P",2012,"VOA","A",72
18168,"B27","P",2012,"VOA","A",82
18169,"B28","P",2012,"VOA","A",50
18170,"B29","P",2012,"VOA","A",62
18171,"B30","P",2012,"VOA","A",83
18172,"B31","P",2012,"VOA","A",58
18173,"B32","P",2012,"VOA","A",75
18174,"B33","P",2012,"VOA","A",84
18175,"B34","P",2012,"VOA","A",59
18176,"B35","P",2012,"VOA","A",50
18177,"B36","P",2012,"VOA","A",63
18178,"B37","P",2012,"VOA","A",19
18179,"B38","P",2012,"VOA","A",25
18180,"B39","P",2012,"VOA","A",15
18181,"B40","P",2012,"VOA","A",22
18182,"B41","P",2012,"VOA","A",34
18183,"B42","P",2012,"VOA","A",26
18184,"B43","P",2012,"VOA","A",27
18185,"B44","P",2012,"VOA","A",18
18186,"B45","P",2012,"VOA","A",16
18187,"B46","P",2012,"VOA","A",14
18188,"B47","P",2012,"VOA","A",39
18189,"B48","P",2012,"VOA","A",22
18190,"B49","P",2012,"VOA","A",29
18191,"B50","P",2012,"VOA","A",26
18192,"B51","P",2012,"VOA","A",24
18193,"B52","P",2012,"VOA","A",37
18194,"B53","P",2012,"VOA","A",24
18195,"B54","P",2012,"VOA","A",22
18196,"B55","P",2012,"VOA","A",25
18197,"B56","P",2012,"VOA","A",42
18198,"B57","P",2012,"VOA","A",22
18199,"D01","P",2012,"VOA","A",90
18200,"D02","P",2012,"VOA","A",71
18201,"D03","P",2012,"VOA","A",65
18202,"E01","P",2012,"VOA","A",9
18203,"E03","P",2012,"VOA","A",7
18204,"W01","P",2012,"VOA","A",54
18205,"W02","P",2012,"VOA","A",60
18206,"W03","P",2012,"VOA","A",55
18207,"W04","P",2012,"VOA","A",49
18208,"X01","P",2012,"VOA","A",85
18209,"X02","P",2012,"VOA","A",50
18210,"X03","P",2012,"VOA","A",51
18211,"X04","P",2012,"VOA","A",53
18212,"X05","P",2012,"VOA","A",73
18213,"EEI","P",2012,"HMT","A",66
18214,"MW","P",2012,"HMT","A",78
18215,"OP","P",2012,"HMT","A",82
18216,"LM","P",2012,"HMT","A",67
18217,"MT","P",2012,"HMT","A",79
18218,"LD","P",2012,"HMT","A",49
18219,"IF","P",2012,"HMT","A",76
18220,"RW","P",2012,"HMT","A",73
18221,"PB","P",2012,"HMT","A",18
18222,"LC","P",2012,"HMT","A",55
18223,"B01","P",2012,"HMT","A",92
18224,"B02","P",2012,"HMT","A",81
18225,"B03","P",2012,"HMT","A",76
18226,"B04","P",2012,"HMT","A",63
18227,"B05","P",2012,"HMT","A",80
18228,"B06","P",2012,"HMT","A",86
18229,"B07","P",2012,"HMT","A",80
18230,"B08","P",2012,"HMT","A",82
18231,"B09","P",2012,"HMT","A",71
18232,"B10","P",2012,"HMT","A",82
18233,"B11","P",2012,"HMT","A",84
18234,"B12","P",2012,"HMT","A",60
18235,"B13","P",2012,"HMT","A",78
18236,"B14","P",2012,"HMT","A",79
18237,"B15","P",2012,"HMT","A",60
18238,"B16","P",2012,"HMT","A",62
18239,"B17","P",2012,"HMT","A",61
18240,"B18","P",2012,"HMT","A",35
18241,"B19","P",2012,"HMT","A",83
18242,"B20","P",2012,"HMT","A",78
18243,"B21","P",2012,"HMT","A",75
18244,"B22","P",2012,"HMT","A",56
18245,"B23","P",2012,"HMT","A",47
18246,"B24","P",2012,"HMT","A",46
18247,"B25","P",2012,"HMT","A",46
18248,"B26","P",2012,"HMT","A",83
18249,"B27","P",2012,"HMT","A",88
18250,"B28","P",2012,"HMT","A",68
18251,"B29","P",2012,"HMT","A",65
18252,"B30","P",2012,"HMT","A",79
18253,"B31","P",2012,"HMT","A",70
18254,"B32","P",2012,"HMT","A",76
18255,"B33","P",2012,"HMT","A",86
18256,"B34","P",2012,"HMT","A",75
18257,"B35","P",2012,"HMT","A",61
18258,"B36","P",2012,"HMT","A",62
18259,"B37","P",2012,"HMT","A",20
18260,"B38","P",2012,"HMT","A",22
